,0,1,2,3,4,5,6,7,8
515088,5548933927771924698,1617038045358512542,2016-12-13T11:16:00-02:00,23 DE DEZEMBRO,"




1960. Macapá. Fortaleza de São José


1770 – É desta data a resolução do Governo
Provincial do Pará, em denominar de MAZAGÃO, com categoria de vila, ao lugar
fundado por Inácio de Alencar Morais Sarmento, em homenagem a MAZAGRAN, no
Marrocos, atualmente com a nomenclatura de El Djadida.



1775 – Sai de Belém um grupo de 25 famílias
(90 membros), com 37 escravos, oriundas de Mazagran&nbsp; (Marrocos) para a vila de Mazagão, no Amapá.



1962 – Surge em Macapá o jornal OPINIÃO, de
propriedade de Pauxy Nunes.



1984 – O padre italiano Rogério Alicino, do
Pime, inaugura em Macapá uma capela dedicada a Santa Inês (no atual bairro
Santa Inês). A construção tinha sido iniciada pela comunidade em 1981, pelo
padre Vitório Galliani.



1988 – Pela Lei Municipal nº 334/88-PMM, é
criado o Distrito da Pedreira, no município de Macapá, por indicação do
vereador Alceu Filho.



1996 – O governador João Alberto Capiberibe
sanciona a Lei nº 38, de autoria do próprio Governo, que cria o Conselho de
Desenvolvimento Sustentával, órgão com atribuição de acompanhar e avaliar o
Plano Anual de Trabalho proposto pela ADAP (Agência de Desenvolvimento do
Amapá).



1996. É criado o Centro de Formação e
Aperfeiçoamento de Recursos Humanos (Ceforh), substituído, mais tarde, pela
nomenclatura EAP – Escola de Administração Publica, pela Lei Estadual nº 0811,
regulamentada pelo decreto nº 0998, de 1º de fevereiro de 2005. A instituição
foi criada para coordenar e executar a política de formação e desenvolvimento
dos servidores do Estado.




2011.
Reinauguração
do Trapiche Elizer Levy, em Macapá.
O valor da obra de recuperação do Trapiche e do bondinho foi orçado em R$
2.066.977,04.O bondinho tem agora dois motores elétricos de 18CV à bateria, com
2 metros de largura e 9 metros de comprimento. Tem ainda capacidade para
transportar 24 passageiros e um tripulante e está todo climatizado. Também
recebeu todos os grafismos das iconografias Maracá e Cunani, do Marabaixo e do
obelisco do Monumento Marco Zero, tudo para valorizar a cultura regional.&nbsp;
",06287382254938690958,Edgar Rodrigues,0,
515089,879657585301242657,1617038045358512542,2016-12-16T10:32:00-02:00,30 DE DEZEMBRO,"



1960. Macapá. Canal da Av. Mendonça Junior


1709
– Os jesuítas, entre
eles o padre Antonio Cunha, conseguem dissuadir os índios Guaiapi (hoje os
Waiãpi), e Mocura, a esse tempo residentes no alto Jarí, da amizade com os
franceses. Após acordo feito com os padres da Companhia de Jesus, eles se
deslocaram para as aldeias do baixo Jarí.



1894
– O presidente do
Triunvirato do Amapá solicita ao advogado Felipe José de Lima, que aceite ser o
procurador oficial da instituição em Belém (Pará)



1900
– O advogado Egídio
Leão de Salles escreve ao governador do Pará, relatando a situação da região
contestada do Amapá, após o Laudo Suíço de Berna.



1978
– O jornalista
Haroldo Franco funda o jornal Folha de Belém, adquirido posteriormente por José
Miranda.



1985
– Padre Ângelo Bubani
lança a obra DIOCESE DE MACAPÁ, contendo tabelas, datas e apontamentos
históricos da igreja católica no Amapá. 



1991.
&nbsp;Pelo decreto federal nº 8.387, é
criada a ALCMS – Área de Livre Comércio de Macapá e Santana, instalada em 5 de
março de 1993.



1997.
A Icomi comparece à
audiência e é orientada a não usar os rejeitos de manganês. É solicitada ao
secretário de Meio Ambiente análise de solos e águas em local onde foi colocado
rejeito de manganês, para avaliação do estado sanitário.






2004 – É criada a Área de Proteção Ambiental
da Fazendinha, pela Lei nº 873/04. Inicialmente foi criada como Parque
Florestal de Macapá, através do decreto&nbsp;
nº 30/74, de 24 de outubro de 1974.
",06287382254938690958,Edgar Rodrigues,0,
515176,2271274376945062358,1617121804340014223,2015-07-20T22:25:00-03:00,Os pilares de uma amizade verdadeira,"
Amar, admirar, respeitar e apoiar: os pilares de uma amizade verdadeira&nbsp;



Amizade,
como conceito, é um relacionamento entre duas pessoas que se consideram amigos.

&nbsp;Até então nenhuma grande novidade/descoberta
que venha a mudar o mundo (rs). Mas, ultimamente, é comum presenciar a
banalização da expressão amigo (a), pois muitas pessoas ,agindo pela fugacidade
do nosso contexto atual, denominam como amigo qualquer pessoa que faça parte do
seu convívio social, quando na verdade ser amigo vai muito além disso.

Ser
amigo não é somente gostar de coisas em comum ou sempre acolher alguém mesmo
quando a pessoa precisa de conselhos mais duros. Se bem que com essas
características você está sendo amigo, porém nunca chegará a ser o melhor
amigo, o amigo verdadeiro, o amigo irmão.

amizade



Ser
um amigo verdadeiro, aquele que é nosso porto seguro, nosso irmão, não é uma
escolha de vida e menos ainda loteria. Ser melhor amigo é uma virtude, sabe por
quê?

Por nos
guiarem a esperança, a paz e ao apoio da nossa identidade social.

Esperança
pelo encontro da lealdade, do cuidado, do carinho, do amor e da confiança,
sentimentos essências que estão em falta no nosso dia a dia. A paz por serem as
pessoas mais sensatas a reverterem nossos momentos de angústia e desespero num ambiente
contemplado pela paz. E o apoio a nossa identidade social dá-se pela aceitação,
pois eles jamais te julgarão sem antes respeitar qualquer ou buscar compreender
qualquer decisão sua, além da admiração pelo ser caráter, pelas atitudes
tomadas diariamente.

Vale
ressaltar que o fato de serem melhores amigos não implica a inexistência de
estresses, brigas ou discussões, pois um relacionamento verdadeiro vai exigir
momentos de diferenças e é neste ponto que os amigos irão comprovar a essência
da amizade verdadeira, sabendo transformar o momento de crise, pedindo
desculpa, reconhecendo que errou e, com isso, melhorar os aspectos que
necessitam com muito diálogo.

&nbsp;No mais, lembre-se que para termos uma amizade
verdadeira e eterna é crucial que o amor, o carinho, a compreensão e o respeito
sejam mútuos. Não é saudável que apenas um seja mais amigo do que outro, pois
isto não é amizade verdadeira. Um relacionamento verdadeiro, seja qual for, só
será eterno quando ambos sentirem e viverem tudo de maneira igual.

Portanto,
dê valor aos seus amigos verdadeiros, pois uma pessoa que compartilha tudo com
você sem pedir nada em troca merece o melhor que a vida pode oferecer. E
sempre, sempre pratique os pilares de uma amizade verdadeira: amar, admirar,
respeitar e apoiar seus amigos, já que preservar uma pessoa que te ama na sua
totalidade é algo que devemos fazer sempre... para sempre.




Cristiane
Lopes, acadêmica do 7º período no curso de Pedagogia- UEMA.
",10622171211767091408,Dora Vitoriosa,0,
515229,340449279850553105,1617177581837669702,2017-01-19T19:02:00-08:00,"ESTREIA NA ANGUERA FM 104,9","


Estreia na próxima semana, &nbsp;dia 26 de janeiro na Rádio Anguera FM 104,9 no horário de 12 &nbsp;às 14 horas, o radialista, Jimicley Araújo, ancora do programa de grande sucesso nas rádios de Feira de Santana, Fala Bahia.&nbsp;



Jimicley Araújo, já &nbsp;passou pelas &nbsp;Rádios Subaé e &nbsp;Sociedade de Feira de Santana, atualmente &nbsp;estar na Radio Povo, sempre comandando o seu programa de grande sucesso e audiência nas manhãs de domingo, o Fala Bahia.



Na ANGUERA FM, será ancora do programa, ""A VOZ DO POVO"", programa de notícias de Anguera, da região e também noticias &nbsp;nacional e internacional. Como o nome já diz, o povo terá voz e vez no programa. &nbsp;""A VOZ DO POVO acontecerá &nbsp;2 &nbsp;dias na semana, quinta e sexta, das 12 às 14 horas.
",06435175029652861761,ANGUERA ONLINE,0,
515293,6627969401430544910,1617297559294261724,2012-03-24T13:14:00-07:00,Formação na área de Vitória foi um sucesso!!!,"Amados,
a paz de Cristo!
Venho hoje postar uma foto de um dos momentos de pura benção e açÃo de Deus na primeira formaçao para Ministério de Música e Artes da RCC Arquidiocese de Vitória, em que teve como primeira área atingida a capital do estado, Vitória!
E posso dizer que foi uma VITÓRIA esta formação ter acontecido, foram muitas as dificuldades e batalhas que o novo Núcleo enfrentou, mas Deus em sua infinita misericórdia e amor, viu o nosso empenho e realizou grandes maravilhas naquele lugar!
Obrigada a todos que foram! Obrigada a todos que auxiliaram na realização desta formação! Obrigada coordenadores de grupos de oracao, que enviaram seus ministérios de música, dança e teatro!
Deus abençoe a todos!




Se liga povo de Villa Velha, a próxima formaçao será aí!!!!
Dia 29 de abril é o dia!
Horário das 8h as 12h!
Local ainda nao definido!!!
Em breve colocaremos aqui mais informaçÕes, mas já vai se programando!


Paz e Fogo!


Núcleo Arq. MMA",08181806044666525782,Música e Artes,0,
515343,4954946915211336417,1617344491981240941,2011-02-10T19:51:00-03:00,," ""Os ventos que as vezes tiram algo que amamos, são os mesmos que trazem algo que aprendemos a amar.. Por isso, não devemos chorar pelo o que nos foi tirado, e sim, aprender a amar o que nos foi dado. Pois tudo aquilo que é realmente nosso, nunca se vai para sempre.""Bob Marley",02802602662277036540,clarasouza.,0,
515369,1531809388379127544,1617373788008958099,2012-03-17T23:01:00-03:00,Deficientes Fisicos,"Os deficientes fisicos enfrentam muitos preconceitos em nossa sociedade podre,
mas nem por isso deixam de fazer suas atividades, veja alguns exemplos,



Deficiente fazendo atividades.

Nos vemos no inferno pequeno leitor fudido.",12979088141367440965,joe's loko,0,"Humor Negro,Old"
515371,7945329379126010694,1617381331667488508,2011-11-21T08:57:00-08:00,Penso o seguinte...,"Não perca tempo com inveja.&nbsp;Às vezes se está por cima, às vezes por baixo.&nbsp;A peleja é longa e, no fim, é só você contra você mesmo.&nbsp;&nbsp;
",08513742027948079408,Girl Always*,0,
515385,4262515074774070378,1617384089805715172,2010-02-11T13:06:00-08:00,dimensões,"para quem nao tem os antigos itens secretos la vai um q pode ser encontrado em iglus de assinantes.p.s:é muito facil saber como ela é,ela é uma caixa aberta com um vortice roxo, e, ela tem som e para entrar nela tambem é facil é só subir em cima dela e esperar.Espero ter ajudado.",05916521194136475647,Romulo,0,
515400,8938696156420299088,1617403264349260446,2009-12-21T13:22:00-02:00,,"VIVA COMO UM CÃO  Nunca deixe passar a oportunidade de sair para um passeio. Experimente a sensação do ar fresco e do vento na sua face por puro prazer. Quando alguém que você ama se aproxima, corra para saudá-lo. Quando houver necessidade, pratique a obediência. Deixe os outros saberem quando invadirem o seu território.Sempre que puder, tire uma soneca e se espreguice antes de se levantar.Corra, pule e brinque diariamente. Coma com gosto e entusiasmo, pare quando estiver satisfeito. Seja sempre leal. Nunca finja ser o que você não é. Se o que você deseja está enterrado, cave até encontrar. Quando alguém estiver passando por um mal dia, fique em silêncio, sente-sepróximo e gentilmente tente agradá-lo. Quando chamar a atenção, deixe alguém tocá-lo. Evite morder quando apenas um rosnado resolver. Nos dias mornos, deite-se de costa sobre a grama. Nos dias quentes, beba muita água e descanse embaixo de uma árvore frondosa. Quando estiver feliz, dance e balance todo o seu corpo. Não importa quantas vezes for censurado, não assuma a culpa que não tiver e nãofique amuado... corra imediatamente para os seus amigos. Alegre-se com o simples prazer de uma caminhada. ",07263175753105569802,Vanessa Rios,0,
515407,2317448284382262620,1617403264349260446,2010-03-11T12:38:00-03:00,,Aprendi....que ninguémé perfeitoenquanto não te apaixonas.Aprendi....que avida é duramas eu sou mais que ela!!Aprendi que...asoportunidades nunca se perdemaquelas quedesperdiças... alguém as aproveitaAprendi que...quandote importas com rancores eamargurasa felicidade vai para outraparte.Aprendi que...devemos sempre dar palavras boas...porque amanhã nunca se sabeas que temos que ouvir.Aprendi que...um sorrisoé uma maneira econômica de melhorarteu aspecto.Aprendi que... não possoescolher como me sinto...mas posso sempre fazeralguma coisa.Aprendi que...quandoo teu filho recém-nascidosegura o teu dedo na sua mãotêm-te prende-lo paratoda a vidaAprendi que...todostodos querem viver no topo damontanha...mas toda a felicidadeestá durante a subida.Aprendi que... temosque gozar da viageme não apenaspensar na chegada.Aprendi que...o melhor édar conselhos só em duascircunstâncias...quando são pedidos equando deles depende a vida.Aprendi que...quantomenos tempo se desperdiça...mais coisas posso fazer.,07263175753105569802,Vanessa Rios,0,
515559,2448167823776845892,161752852357131262,2011-10-31T12:46:00-02:00,Falecimento Bispo Adolfo Evaristo de Souza,"Portanto, assim diz o Senhor Deus:...aquele que crer não foge.? (Is 28.16).
Eis o versículo que nos trará a memória este homem que Deus separou para fazer sempre a sua vontade como Pastor e como Bispo. Sempre o vi na luta e na defesa da Fé. Não temeu diante da adversidade, não mudou seu discurso, foi íntegro, coração totalmente nas mãos de Deus. Homem de Oração,&nbsp;na busca da face do Senhor e de cumprir a sua vontade em todo tempo. O sentimento realmente é de órfão na Igreja Metodista, pois carecemos de homens assim, profetas de Deus, que cumprem o seu chamado diante de qualquer situação. Não desistem&nbsp;da caminhada, e não cansam de esperar pela ação do Senhor.Deus assim o quis, e assim o chamou. Sei que estará na presença do Pai e como Paulo um dia disse a Timóteo, é o que ouço ao me deparar com a sua morte: "" Combati o bom combate, terminei a corrida, guardei a fé. ""Sentiremos muitas Saudades, mas temos a alegria de um dia, naquele grande dia, nos reencontrarmos novamente. Bispo Adolfo, exemplo de vida a ser seguido!

",01726315060831781441,Igreja Metodista em Mairinque,0,
515562,5380727943530626416,1617541634652398552,2010-05-31T15:21:00-07:00,Esmalte,"O bonitão é o Oriental Jade,inspirado no Jade da Chanel.Amei meninas.Ele tem brilho e é super barato,custou 1,50.Espero que gostem.Top Beauty Oriental Jade.Ele ñ é idêntico ao Jade,mas é muito fofuchinho.",g115497827865962559963,Daniele Dias,0,
515568,1338795711715849912,1617541634652398552,2011-06-24T18:42:00-07:00,Dica," Para lábios rachados, usar Bepantol á noite. Nessa época do ano meus lábios sofriam até que descobri essa dica de ouro. Espero que gostem. Beijocas",g115497827865962559963,Daniele Dias,2,
515569,4937390542899964244,1617541634652398552,2011-07-04T14:45:00-07:00,Dica de esmalte,"Que vício!!!!Turminha estou com 90 esmaltes.Sim ainda é pouco.rsrsrsJá li aqui na net casos de meninas que estão com 160 vidrinhos,sim pasmem:OOOOOHHHHHHHHH!!!!!Na minha visitinha á Tamoio comprei o Luxo AH,simplesmente lindooooooooooo!!!!Se você assim cou eu,tem esse vício delicioso de colecionar esmaltes,pode investir o nome mesmo diz Luxo!!!Foi bem baratinho 2,20.",g115497827865962559963,Daniele Dias,2,
515638,8619659112176701275,1617651437160446197,2011-10-30T20:18:00-02:00,Pessoa perfeita,"  
Sabe,  eu não estou pedindo nenhum príncipe encantado. Não estou pedindo que  ele seja lindo, rico, que apareça na minha porta com um cavalo branco e  me leve para morar no castelo. Na verdade, eu nunca quis nada disso. Eu  não estou pedindo que ele seja perfeito - só que me complete com a sua  imperfeição.
Está tudo bem se ele apenas  segurar minha mão, se me fizer rir de besteiras, se interromper minhas  frases com um beijo. Está tudo bem se ele me fizer perder o fôlego, se  rir das minhas crises de ciúmes e me impedir de ir embora depois de uma  briga.
Eu realmente não estou pedindo muita  coisa. Não estou pedindo que ele lute com dragões, que me tire de uma  torre, que mude o mundo por mim. Não. A única coisa que eu peço é um  pouquinho de amor - e talvez esse seja o maior pedido que alguém possa  fazer. Mas sabe, seria realmente legal ter uma final feliz.",02310242398463645309,Isadora Gomes,0,
515648,8366284586468405125,1617662797357060223,2016-06-22T11:32:00-07:00,Para Kerouac,"Rios correm dentro de mim;
Um medo me trava o riso;
O choro corre nos meus olhos;
A insegurança, a ansiedade;
Estou cercada de rostos por todos os lados nessa cidade, mas nenhum me parece amigo;
Todos passam carrancudos, frios e com pressa;
Não ligam para o meu grito sufocado de socorro;
Eu detesto a correria, a insensatez das cidades grandes ou médias;
O trânsito enlouquecido, buzinas, vozes praguejando;
""Sobe no ônibus, desce, sobe de novo"", e assim a vida segue e passa e a gente nem percebe;
Viver é um perigo constante, como diz uma frase que tantas vezes ouvi ""para morrer basta estar vivo"", mas a questão é, será que estar vivo é estar vivendo ?;
Eu quero não ter medo de viver, não ter medo de morrer, remorso de morrer com aquele pensamento de não ter vivido;
Por isso não quero deixar que nada me abale, que nada me pare;
Se eu quiser gastar todo meu dinheiro numa máquina de escrever, eu irei, isso me dará muito prazer;
Afinal de contas por que eu irei guardar todo meu dinheiro?, para comprar um bom caixão quando morrer?, por mim podem me enterrar num buraco qualquer, meu corpo de nada mais valerá;
Se eu quiser apenas um bom bife num bom restaurante, então eu comerei;
Se eu quiser simplesmente sair por aí sem rumo, então eu sairei;
Se eu te quiser para sempre, então me dá o teu sim e eu não desistirei;
Serei eu mesmo, serei esse pássaro que não mais vai se satisfazer com um prato de alpiste e água, e um carinho de vez em quando;
Assim que abrirem a gaiola eu irei voar, pelos diversos céus, mares, montanhas, pintando minhas ideias, disseminando minha sede de viver, minha liberdade pelos ares, entrando em combustão, queimando até só sobrar o pó.



",11012017303523122133,Isa!,0,
515670,5235346936220691456,1617688328716405482,2010-10-06T09:09:00-07:00,Imensidão azul.,"                                             Barra Grande-PiMãe Inaê,saudades dos teus cabelos roçando nos meu pés,saudades do teu gosto de sal ,do teu sorriso derramado em espumas brancas,saudades da areia que edificou meu castelo há pouco tão frágil,colorido por conchas ilusórias .Hoje,concretizando o milagre da vida eu perpetuo teu nome no meu ventre:MOANAl!Moana,nome de origem hawaiana,derivado de Moa,era assim que as tribos hawaianas chamavam a imensidão azul do mar,não me restou outra saída a não ser  passar o resto da minha vida homenageando o cenário que modificou integralmente o meu ser.Moana,mamãe ama você!",01594262337008079893,Vanessa Feitosa,3,
515693,1595701434931646586,161769244096811675,2010-11-02T11:30:00-07:00,Fé: A Essência da Religião Verdadeira - Por Gordon B. Hinckley,"
Há muito tempo atrás, falou em Salt Lake City, um famoso jornalista de um jornal nacional.&nbsp;Eu não pude ouvi-lo, mas eu li no jornal alguns comentários sobre suas declarações.&nbsp;Ele foi julgado por ter dito que ""a segurança é o inimigo da religião.""&nbsp;Essas palavras me fizeram pensar sobre isso.&nbsp;Certeza, que eu defino como uma segurança completa e abrangente, não é um inimigo da religião, mas a sua essência.&nbsp;A certeza é de contenção, é convicção.&nbsp;É o poder da fé que mais se aproxima o conhecimento, sim, na verdade, até que se torne conhecimento.&nbsp;Estimula o entusiasmo e nada se compara ao entusiasmo para superar o preconceito da oposição e indiferença.&nbsp;Os edifícios mais formidáveis jamais foram construídos sobre bases instáveis.&nbsp;As principais causas nunca alcançaram o sucesso por líderes vacilantes.&nbsp;O Evangelho nunca converteu ninguém sem ser pregado com certeza.&nbsp;Fé, que é a essência da convicção pessoal, sempre foi e deve continuar a ser a raiz de cumprimento e esforço religioso.


",07885868075590857924,Doc. Claudiony Dantas,0,Biblioteca Pessoal
515713,4592024380848015138,1617701353346688939,2011-08-06T08:38:00-07:00,Acantonamento 2011,"Aeeee!! Galera!! é isso ae!

Para que foi pode falar como foi! quem não foi vejam as fotos!! Realmente foi um final de inesquecivel! Muito obrigado pela presença de todoss!!



Obrigado! por todos que ajudaram na realização do Acantonameto!

Bjos e abraços!


Acompanhem o MeNews do acantonamento assinado o CANAL AQUI
     |   ",08051315006578407629,Mocidade CEAE Caraguá,0,
515825,6133058874559335989,1617843610369562390,2011-06-07T17:03:00-07:00,Noite,"





A noite me seduz

A noite me induz






A noite me desperta





A noite me alerta





A&nbsp;noite me ilumina



A noite fascina






A noite me reanima&nbsp;




A noite me subestima















A noite me apavora

A noite me provoca

A noite me sufoca

A noite me devora









A noite me aprisiona



A noite me emociona

A noite me vicia




A noite me silencia

A noite me contagia


A noite me traz calmaria


",12271895855223757156,Laís Nunes,0,
515878,5044349366984938161,1617901462188141385,2012-02-18T16:00:00-08:00,,"pareço feliz? É poque vc não pode ver atravez dos meus olhos, não consegue ver atravez de mim por isso vc não ve o meu sofrimento não vê a minha dor não vê a minha tristeza, uma coisa que não tenho mais?  esperançatodos dizem que ""sempre tem uma luz no fim do túnel"" e eu não vejo a luz !É te perder é tão difícil, está sendo difícil, não ter sua confiança, não ter o teu amor, não ter você.Isso tudo me faz pensar em desistir da vida, pois eu não vejo o por que de eu viver sem você.Apesar de tudo eu te amo e vou te amar até meu ultimo suspiro, agora tenho que seguir minha vida, pois a outra metade dela me deixou, seja feliz . morte...talvez seja o único descanso para essa minha vida ...POR : Matheus Gonçalves Campos . Facebook ",11877694544245268436,Stephanie Gonçalves,0,
515906,6644468633108754066,1617923291082827819,2010-11-02T10:34:00-03:00,Gary!Denovo!,"Olá pessoal!Encontrei o Gary novamente!Só que dessa vez eu vi ele no Freezer mais ou menos ás 10:20(esse horário não é com horário de verão). E dessa vez eu consegui tirar fotos, se não acreditar que eu o achei veja que eu coloquei setas em mim e no Gary. ",13165820462095469887,frajinha,0,
515946,2153120510849347596,1618030938026907259,2010-05-25T12:21:00-03:00,Chorar o petróleo derramado,"images Source: WikipediaÉ! não adianta chorar o petróleo derramado; menos ainda os animais prejudicados, nem os peixes não pescados. Que fazer para salvar o que se pode? Ainda não sabem nem os peritos.Enquanto isso, uma câmera registra em tempo real o vazamento no fundo do Golfo.",02956549227519641821,Herbert Pinto,0,"Ambiental,Economy,Mexico,Petroleo"
515962,4159017571755847098,1618040887588620452,2012-07-25T10:12:00-07:00,Eu não te condeno!,"




""Jesus, porém, foi para o Monte das Oliveiras.



E pela manhã cedo tornou para o templo, e todo o povo vinha ter com ele, e, assentando-se, os ensinava. E os escribas e fariseus trouxeram-lhe uma mulher apanhada em adultério; E, pondo-a no meio, disseram-lhe: Mestre, esta mulher foi apanhada, no próprio ato, adulterando. E na lei nos mandou Moisés que as tais sejam apedrejadas. Tu, pois, que dizes? Isto diziam eles, tentando-o, para que tivessem de que o acusar. Mas Jesus, inclinando-se, escrevia com o dedo na terra. E, como insistissem, perguntando-lhe, endireitou-se, e disse-lhes: 
Aquele que de entre vós está sem pecado seja o primeiro que atire pedra 
contra ela. E, tornando a inclinar-se, escrevia na terra. Quando ouviram isto, redargüidos da consciência, saíram um a um, a 
começar pelos mais velhos até aos últimos; ficou só Jesus e a mulher que
 estava no meio. E, endireitando-se Jesus, e não vendo ninguém mais do que a mulher, 
disse-lhe: Mulher, onde estão aqueles teus acusadores? Ninguém te 
condenou? E ela disse: Ninguém, Senhor. E disse-lhe Jesus: Nem eu também te condeno; vai-te, e não peques mais.""
(Jó 8:1-11)Jesus não culpa ninguém pelas suas falhas. Alivia os que se sentem oprimidos pelo peso das suas falhas e levanta-os. Não procura que os culpados sejam condenados e punidos, mas que, absolvidos, vivam uma vida nova, não esquecendo que Deus os ama. Assim, poderão aceitar-se a si próprios porque Deus os aceita.Não podemos comprar o perdão nem podemos merecê-lo; ninguém tem direito ao perdão. O perdão, podemos pedi-lo humildemente para nós e para os outros: a bondade de Deus é sem limites. Aquele que recebeu gratuitamente o perdão pode viver com a sua falta e crescer com ela; pode tornar-se bom e misericordioso num mundo que condena e castiga.Rafael Caldas",04927289904813288530,Rafael Caldas,0,
516051,872095094163831305,1618115864117582816,2012-04-24T13:24:00-07:00,Laços Eternos,"




Família não
escolhemos; Alguns tem as melhores, outros já nem tanto. Alguns as
amam, outros as querem longe, e tem aqueles que preferem se afastar
para evitar problemas. Muitas se destroem por razões desconhecidas
até pelos mesmos; Outras por sua vez são unidas por ternos laços
de um amor infinito. Independente de qual família você tenha, a ame
intensamente. Ela é um presente divino feito sob medida para você,
se não esta contente com o que lhe foi oferecido, é porque você
nasceu para fazer a diferença, mude o rumo do livro vida que muitos
julgam estar escrito, se estão todos separados tente unir; isso irá
lhe tornar mais forte que você já é. E se não conseguir use de
exemplo de como você irá educar a próxima geração da família
para que tudo seja diferente. E se já esta unida, faça de tudo para
que permaneça assim; Ligue, pergunte como vão as coisas, conte
piadas, marque jantas, dê presentes, dê um abraço, dê o melhor de
si, pois quando você estiver mal, eles irão estar la para lhe
ajudar, conversar, dar um outro ponto de vista sobre seu problema
cujo qual você nem imaginava. A maneira de ajuda também pode mudar;
um simples gesto e expressão de sentimento, pode mudar um dia, mudar
um humor, as vezes até salvar uma vida. Cante, viva, celebre a vida,
pois aqui nada é eterno se não os sentimentos e as lembranças
deixadas por você. Torne-se inesquecível, insubstituível, para que
todos te lembrem com alegria.",07443615999898458632,Rafael D.,0,
516107,620341699549242919,1618206589010590003,2012-01-11T16:04:00-08:00,,"Stocking- Version CassinoWell... Agora Panty And Stocking se tornou uma febre no mundo cosplay. ;DE é triste admitir que até a pessoa que a você trás lindas fotos ""picantes"" de cosplay entrou para essa febre. Yes... Fiz cosplay dela sim, é tenso admitir, pois é o que menos gostei até o momento, mas logo devo refaze-lo. ",13551989194688376267,Ryuutaro Girl,0,
516109,7198701851913122730,1618225793951409308,2012-09-06T01:32:00-02:00,Reticências,"

Desde que momento em que te conheci,

Eu me encantei pelo teu sorriso, pela cor do teu olho,

Mas o meu destino foi esperar no tempo,

E aprender a andar sozinha,

Com a ausência do teu olhar...
E quando não imagina mais nossos destinos, 

Quando decidir não olhar para trás,

Quando já não procurava mais,

Pude me ver nos olhos teus,

E sentir que para ser minha,

Eu precisava no teu gosto ser toda tua,

E esse desejo que me enlouquece só sossega,

Quando minha boca encontra a tua boca,

E o desejo que se transforma em calor,

Mata o frio do meu peito e me faz viver...

E teu jeito me toma, me leva, me rouba,



Na cor do teu olho pude ver o motivo de ser mais feliz,

E então adormecer vestida pelo teu perfume,

Depois de me encontrar e assim ser tua,

Esse meu frágil coração se entrega, 

Não nega o que sente nem sabe explicar,

A esse misto de prazer e alegria,

Qualquer coisa que existe entre nós 

Vem crescendo pouco a pouco,

E mesmo que eu te perca, 

Nunca mais serei a mesma,

Depois de ter tuas mãos desenhando o meu corpo,

E meu sorriso depende só do teu encanto,

Se eu pudesse te prender... Mas se decidir partir,

Me ensine algum jeito de estar sem você...

Mas se quiser ficar mostrarei que estou pronta,

Me colha madura em seus braços,

E adormeça no colo dessa ""nega"" que agora se fez tua...
",06077746890335019831,Vivian Lino Netto,0,
516110,3325568714985256505,1618225793951409308,2011-11-30T01:59:00-02:00,Nos meus olhos,"Olhe dentro dos meus olhos,

Então encontrará os verdadeiros sentimentos,Pois meu sorriso pode te enganar,Minhas palavras podem confortar,O meu abraço pode esconder,Mas meus olhos...No meu olhar encontrará A mais pura verdade,A janela da minha alma,O espelho do meu coração,Quando entender o que diz o meu olhar,Saberá que quando digo que estou bem,Nos meus olhos eu preciso de você,Quando perguntar se quero um abraço,Terá-me em seus braços se ao menos perguntar,E quando eu estiver realmente feliz,Ele então brilhará e te roubará um sorriso sem notar,E você não terá mais perguntas ou dúvidas,Quando puder entender o que digo no olhar,Então não precisarei a todo o momento dizer,Eu te amo, pois o meu olhar te mostrara O mais puro e profundo amor,Aquele que vem da alma,Que é forte e verdadeiro sem manchas sem desmazelosE esse amor que vem do fundo dos meus olhos,É o caminho mais rápido para encontrar o meu coração...Palavras são meras palavras,Sorriso são apenas sorrisos,Sem a verdade que se encontra no olhar, Olhar que jamais engana,Dos mais puros e profundos sentimentos,Que mostra quem realmente sou o que de verdade estou sentindo,E não o que desejo transmitir,Alma que clamam por amor e por verdade,Ah se todos entendessem o que diz em meu olhar...",06077746890335019831,Vivian Lino Netto,0,
