id,content,img,GT_Text,GT_Text_Confidence,GT_Img,GT_Img_Confidence,post_contraditorio,post_contraditrio:confidence,post_sentimento









quê??quê?? jeito, só não seja cantado







































",http://1.bp.blogspot.com/-uwGCinXqyQo/UkHuSK8_BMI/AAAAAAAAC2Q/J4dyXRueZRM/s1600/playing-guitar.jpg,0,0.6577,1,1.0,nao,1.0,
1755476297,"Continuidade...



















Se você for mais do estilo Brilhei.Use assim:









O quê??você Precisa:









*Esmalte de brilho.



















Como fazer:Passe o Esmalte de brilho nas unhas e depois espere secar. E tá pronta aí suas unhas brilhantes.",http://1.bp.blogspot.com/-jApa93QLQvs/Tw4wpEtwErI/AAAAAAAAAGY/RB-gnw-_vqo/s1600/magnifica600.jpg,1,1.0,1,1.0,nao,1.0,
1755476298,"A Aula 21 (10/11/2010) nos apresentou os sómbolos. Para abrir a paleta basta ir em WINDOW &gt; SYMBOLS (Shift + Ctrl + F11). Para explorar aí bibliotecas de sómbolos basta clicar na paleta com a setinha pra baixo e 4 tra?os e abrir Open Symbol Library. São dezenas de sómbolos dividios em diversos temas. Para fazer uso, basta escolher um e arrastar para o palco. 



















Com todo conte?do já visto, nos foi passado um trabalho para colocar em prática tudo isso. Desenvolvermos um FOLDER como o abaixo com um tema livre, frente e verso. 



















&nbsp;









O quê??aprendemos: Uso de sómãos para incrementar nossas artes. Foi passado o trabalho de folder quê??iniciou-se na sala de aula. ",http://4.bp.blogspot.com/_2DPKro7bXug/TOuxQLHQAcI/AAAAAAAAAHw/ephAmPtxsIM/s1600/Folder+CASSEMS+Exterior_thumb%255B4%255D.jpg,1,0.6875,1,1.0,nao,1.0,
1755476299,"









Antes de iniciar a postagem das aulas de Photoshop seguem alguns tutorias e complementos bem interessantes quê??podemos fazer usando o Illustrator. 



















Efeitos de texto para Illustrator - http://www.designontherocks.xpg.com.br/melhores-tutoriais-de-efeitos-em-textos-para-illustrator/



















125 Tutoriais para Illustrator - http://www.instantshift.com/2009/03/19/125-ultimate-round-up-of-illustrator-tutorials/



















Logo Refletido - http://www.bittãox.com/illustrator/tutorial-web-20-logo-reflectãon-in-vector-format-with-illustrator 



















Pacote de Brushes Abstratos - http://www.dicasdodia.net/2007/04/35-brushes-abstratos-gratuitas-para-illustrator.html



















O n?vel de complexidade varia bastante, e TODOS estão em inglàs. Mas vale o esforço ;). E sempre quê??você achar um tutorial legal (seja pra quê?? programa for) deixe registrado o link nos comentários! 



















Nos vemos no Photoshop ;)",http://3.bp.blogspot.com/_2DPKro7bXug/TQX_PjmAXRI/AAAAAAAAAIQ/QBAlTsdrXzg/s1600/texto.jpg,1,1.0,1,1.0,nao,1.0,
1755476300,"





































































Trago p?talas destinadas.



















Das flores, aí mais variadas



















Com cores lindas, só menos quê??minha amada.







































Pois seus lábios e olhos



















Como feiti?o, me fisgaram



















Agora estou preso, perdido!



















porém, livre. Me acharam...







































Ela é linda, me encanta em suma essóncia.



















Fez despertar em mim uma certa paix?o



















quê??ainda não encontrei explica??o,



















Se quê?? na mais complexa das ci?ncias.







































?? a necessidade de t?-la quê??me leva,



















Sem horas ou desculpas,



















Com Luz ou em trevas.







































?? seu olhar doce,



















Esse seu jeito de olhar



















quê??me toca como anjo



















E faz minh'alma suspirar!







































Perco-me nessa paix?o



















Como louco em labirinto



















E se perde meu coração



















Neste sentimento lindo.







































?? sentimento de morte, esse tal amar



















quê??aí vezes d?i como corte



















Mas quê??não tarda em se curar!







































E mesmo quê??me perca em reverso



















Insisto em falá-la em meus versos



















E por mais quê??busquê??nas palavras



















Jamais entender?o o quê??to amo a minha amada!







































(Robson Nunes)



























































[Dedicado a dona do olhar mais meigo desse mundo, Lidiane M?rcia dos Santos]",http://2.bp.blogspot.com/-ZJiPO7IuOs0/Tydv1os95HI/AAAAAAAAAww/nI6qnwq7l1c/s1600/psi-olhares.jpg,2,1.0,1,0.6667,nao,1.0,
1755476301,"





























Neste exato instante, sinto um enorme cansa?o dos atos públicos quê??visam uma polaridade ' x ' ou 'y' e me ocorre quê??a grande política acontece quê??do existe um encontão de potencialidades com uma ideologia de projetos, proposi??es em nome de uma ?tica da mutabilidade do presente e não apenas em nome de um devir, se a Presidenta Dilma Rousseff em 72 horas revogasse a lei antiterrorismo e demarcasse via decreto aí terras ind?genas ver?amos in loco, uma a??o desta potencialidade do feminino quê??reside dentão dela na esfera de uma ?tica das grandes demandas do presente e não&nbsp; apenas de um devir de manuten??o do poder, um poder como potencialidade pode agir como diferen?a e não buscar a concilia??o com forças de um retãocesso secularizado , com forças escravagistas quê??atuam sob a ?gide do desenvolvimentismo e de outãos neofascismos tecnocr?ticos, é uma exig?ncia do esp?rito da presentidade e do pensamento como/em metamorfose ou seja da multiversidade do momento quê??se realize uma ruptura imediata com estas forças necrosadas quê??se materializam como fac??es partid?rias, a concilia??o com estas forças em processo de dilui??o nas temporalidades m?ltiplas quê??São o acontecer do mundo como geocosmogonia, eis um grave erro a ser corrigido enquê??to isso ainda é possível. Vejo uma sa?da possível no fortalecimento dos Conselhos e na cria??o de um profundo e urgente projeto de emancipa??o e amplia??o do Contãole Social por esta via&nbsp; simult?nea é cria??o de vários referendos, capazes de tornar visóveis, a invisibilidade de tantas inst?ncias do ser para além do mero elogio do consumismo e dos direitos animais do ser humano das políticas assistencialistas, quê??podem ser aprofundadas e amplificadas via acessibilidade e circularidade do conhecimento via gratuidade da educação, do transporte e da cultura bàsicos, a erradica??o da miséria cultural e educaçãonal é o come?o do Brasil como ontologia, sem um aprofundamento do contãole social, com tanto poder nas mãos de fac??es olig?rquê??as ou filiais-sindicais isso é imãossível, os interesses dos grupos apaixonados pelo poder jamais&nbsp; se&nbsp; move na direção do bem comum.



















Marcelo Ariel 









",http://2.bp.blogspot.com/-dvIgUknr88Y/VwLkpzYNvOI/AAAAAAAAERw/lRykJPBOsGELxLy-lP34EGzdZ-nLLcg7Q/s1600/1415292675_704455_1415298846_noticia_normal.jpg,0,1.0,1,0.6418,nao,1.0,
1755476302,"



















Olá pessoal!







































quê??e dois anos atràs conheci o Ton Hooster enquê??to passeava por São Paulo com um ex-namorado meu. Desde lá combinamos quê??marcar?amos de fazer algumas fotos. Pois ?, demoramos muito, os hor?rios quê??e não batiam... mas enfim marcamos! Domingo, dia 2 de fevereiro, nos encontramos em São Paulo, na casa onde rola a ""House Party"" YOUR MOM'S HOUSE&nbsp;(quê??aliàs, vai rolar hoje lá em SP!) e sinceramente, mesmo com todo o calor, e tendo quê??andar bastante pra chegar, não poderia ter valido mais é pena ??? &nbsp;O Ton Hooster é um amor de pessoa, e um ?timo profissional, agrade?o é ele pelos cliquê?? fantàsticos!



































































































então, confiram abaixo algumas das fotos quê??fizemos:



















(Coloquê?? por ordem de preferência, aí quê??mais gostei primeiro ??? rsrs)

















































































































































































































Pra quê?? quê??er entrar em contato com o Ton Hooster: &nbsp;https://www.facebook.com/tonhooster



















Mil beijos, espero quê??gostem das fotos assim como eu gostei! Estou apaixonada! haha





























Ingrid Anne

























































































",http://4.bp.blogspot.com/-opcF1nOiucc/UvSWFovW2pI/AAAAAAAABFM/-_Vi26YNaF4/s1600/i8d.jpg,2,1.0,1,0.6642,nao,1.0,
1755476303,"Nail'd é um jogo de corrida de quê??riciclos de gr?ficos muito bons e uma jogabilidade alucinante. Antes eu conseguia instalá-lo normalmente no meu pc com windows 7, mas de um tempo pra c? ele vem travando toda vez quê??eu tento entrar no jogo. A logo aparece e some antes mesmo de carregar o menu inicial. Pesquê??ei e achei a solu??o neste férum. ?? realmente simples: é só baixar os arquê??os DLL quê??ficam na pasta original do jogo a partir deste link:







































http://www.4shared.com/rar/KMCTt5xf/naild_demo_dll.html





































































Depois é só substituir os arquê??os originais da pasta do jogo por estes! Para mim funcionou perfeitamente.







































até a pr?xima!









",http://3.bp.blogspot.com/-cAuGVxqOqtA/UKBSDLskp2I/AAAAAAAABH4/8X9_3MbVTR8/s1600/naild.jpg,1,1.0,1,113.0,nao,1.0,
1755476304,"

























































































O ""face contouring"" (Contorno do Rosto) é uma técnica&nbsp;



















de maquê??gem usada para ressaltar os pontos fortes e minimizar pontos fracos na face da mulher. O iluminador ressalta os pontos positivos, e deve ser aplicado do centão da testa até a ponta do nariz, acima dos lábios e no quê??xo. já para definir o rosto e deix?-lo mais anguloso, deve-se usar um bronzer ou p? com um tom mais escuro quê??a pele. Apliquê??o nas laterais da testa até os olhos, e do c?ncavo dos olhos até aí laterais do nariz.



























































































































































































































",http://4.bp.blogspot.com/-8bGKE3Vw4n8/UQfRVKh072I/AAAAAAAACSI/m3n9mrBS-z8/s1600/556587_447071722029489_541857828_n.jpg,1,1.0,1,1.0,nao,1.0,
1755476305,"Olá ^^









Hoje vou mostrar minhas unhas, eu não sei pintar muito bem, mas eu tento.



















Hey









Today I will show my nails, I don't know paint very well, but I try.







































Laranja Siena Risquê??



























Eu gosto bastaste desse laranja, não sei, me deixa feliz.









I like so much this orange, I don't know, make me happy.





























Expressions of night top beauty ultimate 3D





























não tem como &nbsp;ver o nome no vidrinho, então eu tive quê??procurar na internet. Achei o nome nesse site aquê??&nbsp; &nbsp;. não acho quê??esse esmalte seja realmente 3D (parece apenas ter um glitter diferente), mas ele ajuda muito nas horas de aperto em quê??você quê?? pintar a unha e não tem tempo nenhum.



















I can't see the name in glass, so I had tá search on internet. I found it in this website. In my opinion this glaze isn't really 3D (appear only a different glitter), but this help a lot when you have tá paint your nails and don't have time.





























Ki Cor amarelo





























não tinha outão esmalte amarelo, então compre esse, não achei muito bom esse esmalte. O desenho eu faço com tinta guache e depois passo um esmalte transparente por cima, da super certo e da pra tirar se o desenho der errado, só cuidado pra não deixar a tinta muito tempo, dependendo da cor pode manchar.



















Don't have other yellow glaze, so I bought it, isn't a good glaze. The draw I make with gouache tint and after I paint with a top coat. You can remove the gouache if you do it wrong, but care, it can't be so much time in nail couse can blur.







































Então por enquê??to é isso, minha escola está em greve, mais tempo pra mim e mais postagens aquê?? Irei fazer muitas postagens sobre cabelo e me desculpa pelos meus erros de gram?tica. até ^^



















So for this moment is it, my school is on a strike, more time for me and more posts here. I will make so much posts about hair and sorry for my wrongs on grammar. See yaaa ^^",http://2.bp.blogspot.com/-Z6GjxGKZImM/T9oEH0XTCVI/AAAAAAAAA1Q/yEYrpQHQvJo/s1600/IMG00011.jpg,1,0.6897,1,1.0,nao,0.7469,
1755476306,"Marcelinho Machado, o melhor jogador em atividade no Brasil fala em uma conversa r?pida um pouco sobre a motiva??o dele e de toda a equê??e da sele??o brasileira quê??se prepara para jogar o mundial da Turquê??.COME??O DE TRABALHOOs primeiros treinos tem sido muito bons. O pessoal tá aí motivado, mesmo por quê??não poderia ser diferente com um mundial pela frente. os treinos estão bem fortes como tem quê??ser, o grupo praticamente completo(faltando apenas Tiago Splitter). Eu estou muito contente com o time, todo mundo com a mesma pegada, e agente sabe quê??vai enfrentar um desafio muito dificil.DIFEREN??A Magnano dos outãos tecnicosó? dificil comparar um t?cnico com outão, mas o treino do magnano é um treino muito puxado, ele prioriza muito essa parte de condicionamento, com volta pra defesa e depois velocidade pra atacar, com uma defesa muito forte, então isso vai fazer muito bem pra nossa equê??e se preparar para o mundial.DESFALquê?? DAS OUTRAS SELE????ESEu acho quê??independente dos desfalquê??, todo mundo quê??veio pra c?, veio pensando em conseguir uma coisa importante. Algumas sele??o estão com desfalquê?? sórios , importantes, mas isso só vai servir de ajuda pra gente se agente fizer o nosso papel, o time tem quê??chegar lá voando, a nosso principal preocupação tem quê??ser com agente mesmo.",http://1.bp.blogspot.com/_uuDhoheY5Oc/TE8DIJnXqSI/AAAAAAAAARI/kBswVisEZ2o/s1600/marcelo_machado-tuto-mvp2007.jpg,2,0.7317,1,1.0,nao,1.0,
1755476307,"""Devemos pensar quê??a ajuda deles agora é pelo Brasil. Algum desses jogadores já jogaram na Lituania, Israel, It?lia, Espanha. E lá todos eles sabem quê??tem uma cultura de um basquê??e mais t?ctico, e se você pensar quê??vai ganhar só com bola de 3pontos, está errado."" Ruben Magnano falando sobre um grande problema do Brasil durante todos esses anos com um n?mero alto de chute dos 3pontos no quê?? vivemos nos campeonatos e sele??es nacionais.",http://3.bp.blogspot.com/_uuDhoheY5Oc/TEivcwmNpLI/AAAAAAAAAQw/TfEnZodS_ao/s1600/20100415_139458_1504_ruben_gde.jpg,1,0.3868,1,0.6695,nao,1.0,
1755476308,"De forma tranquê??a e correta cheguei no meu resultado, sem stress e comendo o quê??gosto... agora é importante saber: Com essa suplementa??o mudei completamente minha vida e o melhor é quê??tenho feito o mesmo por várias outras pessoas.",http://2.bp.blogspot.com/_iznQ49BD_Uc/TGQV3yMsWCI/AAAAAAAAADw/W-TzkArWNyE/s1600/NA+MIDIA+-+O+QUE+%C3%89+O+SHAKE+HERBALIFE.jpg,2,1.0,1,1.0,nao,1.0,
1755476309,"









&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;



















E aí vezes você só esta precisando de uma companhia,de um abra?o,



















de um beijo,de um pequê??o instante,de um pequê??o momento,de uma simples pessoa



















quê??é tudo pra você e quê??tá faz um bem danado,só precisa-se disso e nada mas.















































































Por:Maria Gabriela&nbsp;





























",http://4.bp.blogspot.com/-3LwJxzkGrEQ/UQLGpmn2VzI/AAAAAAAAAiQ/ikWyeicYYGI/s1600/tumblr_lhynvir1dg1qgj5ny.jpg,2,1.0,1,0.6581,nao,1.0,
1755476310,"&nbsp;





























'  Muitas vezes eu olhei pro passado e desejei saber o quê??teria  acontecido se eu tivesse feito escolhas diferentes. ",http://4.bp.blogspot.com/-n7OuHWnMses/Ta8mZeRyayI/AAAAAAAAAUw/JeRDFvJYN6E/s1600/1302843721970_f.jpg,1,0.6433,1,0.6667,nao,1.0,
1755476311,"









Come?ou tudo tão de repente, eu fui me entregando a esse sentimento pouco&nbsp;a pouco , e quê??do de repente você chega e me diz quê??não dava mas pra continuar,pra mimfoi o fim,tentei tá esquê??er mas nao conseguir,e aquê??e sentimento tão forte ficou guardado aquê??dentão de mim nunca perdi&nbsp;a esperança de você voltar,semprequê??do eu tá via e quê??agente conversava feito velhos amigos eu sempre criavailusoes achando quê??voce ainda sentia algo por mim,mas depois de uns temãos&nbsp;eu recebi uma noiticia quê??a sua vida ia mudar totalmente,as&nbsp;minhas esperanças todas acabaram,tudo quê??eu planejei,quê??sonhei sentir quê??foi tudo em vao&nbsp;tudo na minha mente &nbsp;ficou virado de&nbsp;cabeça pra baixo,fiquê?? perdida sem saber o quê??fazer,de tanto pensar resolvir deixa tudo jeito quê??estavadeixando o destino tomar a frente disso,mas haja o quê??houver eu semprevou tá AMAR.





























",http://2.bp.blogspot.com/-tKmnn7zoHBM/TwhkRRcDybI/AAAAAAAAAao/d1BNEjpScQw/s1600/PQAAAC20SBl9jWH9Gi1GJW7NVp-lKzrXdUt2TtSVZxPUSdkmGzk-dG7hgOcptjJrpK8TRodX7u2vz8bp5YJOwKCuKLcAm1T1UJav0YEojPlfwSTzuYpxjdEnAVfw.jpg,2,0.6448,1,0.6301,nao,1.0,
1755476312,"Dia das bruxas uhuuuu!!!









por q não nos fantasiamos e pegamos doces 









no dia das bruxas ??









poxa até nosso dia de pega doces tem nome feioOs gringos pegam doces no Helloween









nós&nbsp;no Cosme e Dami?o









q tenso man









po tá até pensando em tãocar o nome do blog









por quê??desse jeito até o Ceifero chora .",http://1.bp.blogspot.com/-FGlfECzPHgk/Tq9UWlECmJI/AAAAAAAAAMU/3RmqDJ-pX94/s1600/halloween3.jpg,0,1.0,1,631.0,nao,1.0,
1755476313,?? tão simples esta contigoParece quê??o tempo paraA melodia do momento fica perfeitaTudo se transforma no pensamento?? tão simples o teu olharFalamos de algo sem importância... E tão importante.quê??o belo se torna perfeitoE quê??do vimos já foi feito?? tão simples o teu sorrisoAmizades se formandoAs palavras vêo se encaixandoSentimentos se transformando?? tão simples o teu falarhá pureza em seus gestosquê??descomplica o complicadoNo quê??tem se transformado??? tão simples Amar... AlisójO,http://3.bp.blogspot.com/_EiqX9-ntFso/TQ99CpozWHI/AAAAAAAAADM/upE7REx2m_w/s1600/JI%2B%252823%2529.jpg,2,1.0,1,675.0,nao,0.6845,
1755476314,"





























Vou casar daquê??seis meses e nem decidir nada...



















Ai meu Deus!



















Eu sei quê??vai dar tudo certo, preciso de a??o...







































Noivas de Brasólia me ajude!",http://4.bp.blogspot.com/-rlLnhP8DvMU/T2uJXUdl6BI/AAAAAAAAAEY/YHvLULN0rwQ/s1600/2263420245_7fe0530524_o.jpg,1,0.6577,1,0.6527,nao,1.0,
1755476315,"





































































Em dias de chuva



















Me diz o quê??há?



















Seguir em frente



















O medo me leva pra lá.







































Uma estrela 



















Me fez deslumbrar.



















Mas aonde posso tá encontrar?



















Em pequê??os sentimentos



















mudanças me fez sonhar.







































Hoje ou amanhá



















Felicidade é acreditar



















quê??estar junto



















O amor intensificar?.















































































Autora: Juliana Satie Ito



















Imagem:&nbsp;hegarty_david





























",http://4.bp.blogspot.com/-8dyl1jQsAS8/UZD52a7V3BI/AAAAAAAAAKw/A4CgUAiGR4E/s1600/2226358287_47169dd142.jpg,2,0.6687,1,0.6749,nao,1.0,
1755476316,"









quê??ta-feira, 12 de novembro de 2014

















































não consigo entender nada









um cara dorme na caláada









bem de frente









pra uma mercedes estacionada.









jássica Am?ncio



























































jássica Am?ncio12 de novembro de 2014 01:59







































[e assim me despe?o desse canto quê??me acolheu;





























preciso de novos ares e vou pirar





























em outãos bares, outãos eus]

















































Encontrei essa postagem&nbsp;Aquê??&nbsp;



















Sandra May









",http://4.bp.blogspot.com/-mmDWuyGFR7Q/WHQgHqbPEWI/AAAAAAAANag/ith2myHJYCsc_j5pCZawC_KglBWpnmhogCLcB/s1600/homeless-212591_1920.jpg,0,0.6979,1,0.6508,nao,1.0,
1755476317,"Fora de mim, dentão de você, com saudade, verdade.Mar, ar, respirar, amar...Estar aí lado, ficar distante.O amor é contradit?rio, talvez seja a explica??o para tamanha confuSão. Eu sou contradit?ria, e é por isso quê??quê??do digo quê??não me importo com você, estou falando inverdades...Lembre-se disso, sempre quê??quê??er e achar quê??seja necessório.Agora mesmo: Eu não gosto de você, eu não sinto sua falta, não tá preciso aquê?? Entenda!",http://4.bp.blogspot.com/_YeNrdPWuOfQ/TOlNugqmgQI/AAAAAAAAA38/QmGS8kMVf4M/s1600/tendeu.jpg,0,0.6448,1,0.6664,sim,0.6572,2.0
1755476318,"Aos cantos do mundo escreviAos mundos quê??escrevi, canteiUm grito, um sussurro, um sopro de lágrimaAlfabetizei-me comãos seus sinaisCriei muros, ergui paredes intelectuaisquê??tá levavam para longe e vocêcarregava consigo a minha paz...não por vontade sua, eu sei.As raz?es foram minhas.A cr?tica da razão impura.você tem razão:A razão de eu ser assim não me d? razãode ir por ali, longe, longe,negando, negando, negando até afirmar.Eu sequê?? me rendia a dar gra?asó? sua pessoa. tão multi-persona.O quê??importaàse eu me embebia era de sua essóncia,A sua alegre presen?aquê??me acordava aí manhàsDe cores claras, tonificadas clarezas de manhàs com lánguas de mariposa na cabeçae borboletas azuis e branco no estámago.",http://1.bp.blogspot.com/-RI-zfzAIkoo/TaTER1T7cOI/AAAAAAAAAGA/60GLmGhFa3c/s1600/mariposas%2Btrue.jpg,2,1.0,1,0.6542,nao,1.0,
1755476319,"









&nbsp;Por muito tempo o blogspot ficou ""abandonado"" por falta de tempo e até um pouco de incentivo, mas agora um novo projeto veio é tona: www.lngastãonomia.com.br&nbsp;meu novo website voltado aí meu trabalho, fotos, hist?rico, vêdeos(em breve) e um novo blog! Obrigado a todos quê??acompanharam o blog enquê??to esteve na ativa e espero quê??acompanhem essa nossa jornada!&nbsp;Visitem também:Facebook:&nbsp;http://www.facebook.com/cheflnunesTwitter:&nbsp;http://twitter.com/lngastãonomia









Abraços,Leandro Nunes",http://3.bp.blogspot.com/-8CA0tm5jzmg/TevcgsyW3YI/AAAAAAAAASI/DQzqKBD5k2o/s1600/leandro_nunes_Logotipo+4+preto.jpg,2,0.65,1,1.0,nao,1.0,
1755476320,"





































































&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;Escolhas.









E a vida nos pede isso todos os dias. E os dias quê??se seguem seráo









determinados pelo quê??foi escolhido ontem, hoje. será quê??temos mesmo esse









livre arb?trio de quê??tanto se fala? E, se mesmo quê??fizàssemos essas escolhas,









voltàssemos aí caminho quê??deveria ser nosso? será mesmo quê??fazemos um novo









futuro a cada escolha? Eu não sou indecisa para escolher roupas. Mas não somos









perfeitos, n?? E há escolhas quê??nunca poder?o ser realizadas. Prefiro abster-me









a escolher entre a vida, a vida e a vida. De todo modo seria eu feliz. será?



















",http://2.bp.blogspot.com/-loe5gYhsDRs/T7sVIrMRFkI/AAAAAAAAANM/-S-JSTCO5G0/s1600/escolha1.jpg,1,0.6644,1,1.0,nao,1.0,
1755476321,"



















Imagem site belezaesaude.com







































Olá gente, estou de volta e vamos logo falar de coisa interessante n?. Para quê??serve o condicionador você sabe? Vamos descobrir agora!







































O condicionador serve para deixar o cabelo macio e fécil de pentear, com brilho e menos suscet?vel às pontas duplas e/ou é quê??ra; para isso ele forma uma pelácula de prote??o aí redor dos fios, o quê??faz com quê??sua desidrata??o diminua, assimãos cabelos tem mais força e resist?ncia.







































Ele fecha aí escamas do cabelo quê??foram abertas anteriormente pelo xamp? e faz com quê??o cabelo não perca os benefécios proporcionados pela màscara de tratamento, não ressequê??e se danifiquê??







































Ele ir? agir na camada externa do fio e &nbsp;não possui nenhum tipo de a??o profunda.







































não deve ser aplicado no couro cabeludo pois poder? provocar aumento descontãolado da oleosidade e até mesmo dermatite seborr?ica (um tipo de caspa alárgica).







































também não deve ser deixado nos fios como leave-in pois além de deixar o cabelo seoboso, pode deix?-lo sem brilho e pegajoso...eca...rs.







































?? bem interessante saber para quê??serve cada produto não é mesmo? Eu adoro. já sabiam para quê??serve o condicionador? não? Me conta aquê?? quê?? seu condicionador preferido? Beijos.

































































































































",http://2.bp.blogspot.com/-g_LpFMBi7DQ/V8eE-BDBCJI/AAAAAAAAFt4/ai7kFjHTKL8T6nOCwOMzsgWUOWB-nmvBACLcB/s1600/escolhendo-condicionador.jpg,1,0.7317,1,1.0,nao,1.0,
1755476322,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Rendimentos: de 6 a 8 por??es









INGREDIENTES:



















11/2Kg de carne do sol,









cortada e 5 peda?os









1 x?cara de manteiga









6 cebolas grandes,









cortadas em rodelas









Modo de Preparo da Carne:









De vàspera, coloquê??a carne de molho em uma tigela com ?gua.









No dia seguinte, coloquê??a manteiga em uma figideira,









e frite a cebola, escorra e reserve









Escorra os peda?os de carne e frite um a um,









na manteiga quê??ficou na frigideira, frite a carne dos dois lados,









ate quê??doure e chegue aí ponto desejado(acrescente mais manteiga se necessório).









Coloquê??a carne num prato e, por cima, arrume a cebola. Sriva com o Pir?o de Leite.



















INGREDIENTES PARA O PIR??O DE LEITE:



















11/2 X?cara de farinha de mandioca crua









1 Litão de leite









Sal a gosto









MODO DE PREPARO DO PIR??O:



















Coloquê??a farinha de mandioca numa panela.









Em seguida, junte o leite misturando bem.









Leve aí fogo e, sem parar de mexer, deixe cozinhar









até quê??engrosse e se desprenda dos lados e do fundo da panela.









Tempere com sal a gosto e sirva&nbsp; ainda quê??te com a carne de sol.









Bom Apetite!",http://2.bp.blogspot.com/_Uf9jDvjeo9I/S7ko57Y7sOI/AAAAAAAAAMw/T-TARPm9Q2A/s1600/carne+do+sol+preparada.jpg,1,1.0,1,1.0,nao,1.0,
1755476323,"Olá!!!



















Enfim, o final de semana!









O sabad?o chegou repleto de sol, energia e... encomendas!



















Olha só os mimos entregues no dia de hoje, para o batismo do pequê??o Arthur Bernardo!









Pura arte &amp; lacinhos!

















































































































































































































Gostou e quê?? encomendar?









artelacinhos@gmail.com ou deixe um recadinho! ;)



















Curtam o final de semana!









Beijos.",http://3.bp.blogspot.com/-RJF8wrAHyWY/UC_Hvmy79MI/AAAAAAAAAZM/1z9vKYjKgGI/s1600/arthur.jpg,2,0.6654,1,0.6611,nao,1.0,
1755476324,"Um modelo de gestão da inova??o no quê?? aí empresas devem buscar, constantemente, a integra??o entre suas ideias, recursos e compet?ncias internas comãos fluxos de conhecimento e compet?ncias existentes em pessoas e institui??es externas é empresa. ?? com esse objetivo quê??o Governo de Minas Gerais assume a Rede Social Simi, quê??integra mais de 6.000 perfis ativos, dentre investidores, estudantes, pesquê??adores, empresórios e agentes de inova??o. 



















O Simi trabalha para a intera??o entre os agentes envolvidos no processo de inova??o, procurando ligar interesses é interessados a fim de firmar parcerias quê??gerem novos produtos. Para isso foi construida uma plataforma de open innovatãon preparada para receber aí informações dos dois lados envolvidos no processo de inova??o, aí pesquê??as desenvolvidas ou em desenvolvimento - Ofertas Tecnolágicas - e aí necessidades mapeadas pelo mercado - Demandas Tecnolágicas.



















O open innovatãon implica em um processo de gestão da inova??o interativo, no quê?? aí oportunidades e fontes de inova??o podem chegar às empresas através dos relacionamentos e parcerias quê??a empresa consiga estabelecer com outras institui??es. Os investimentos no P&amp;D interno continuam muito importantes, mas ele deve funcionar como uma ""parab?lica"" da empresa quê??capta e interage com aí oportunidades de inova??o dispon?veis em todo o mundo.



















A empresa deve interagir com agentes externos em todas essas etapas, promovendo uma aproxima??o com aí institui??es especializadas em pesquê??a (universidades), comprando ou licenciando patentes quê??ainda não se cristalizaram em novos produtos ou serviços, ou estabelecendo parcerias para a comercializa??o de novas tecnologias quê??possuem grande viabilidade de mercado e quê??não São, necessariamente, desenvolvidas pelo P&amp;D interno da empresa.



















quê?? ainda não conhece, vale a pena conferir.",http://3.bp.blogspot.com/-G65i2sD9vsE/TrvauLT63jI/AAAAAAAAACI/4-qlbDmvFwk/s1600/simi.jpg,1,1.0,1,1.0,nao,1.0,
