id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476595,2,0.6365,,"1,65317877326385E+018",0,"Tristeza não tem fim / Felicidade simÉ como já diziam Tom &amp; Vinicius. Será que eles sempre acertam? Sim ou Não. 8 ou 80. Não tem meio termo. Nada pela metade. Gosto da vida, da intensidade, sinceridade. E vale ressaltar que isso conta nos momentos de tristeza e de felicidade. Tristeza? Sim! Até nos momentos de tristeza é importante viver a intensidade, principalmente do auto-conhecimento. Não existe fase melhor para se (auto)conhecer. Então, viva a tristeza e se (re)conheça, planeje, mentalize e viva a tua maneira.",,http://3.bp.blogspot.com/_T0ula95oMJg/S_v-oEW9kmI/AAAAAAAAACo/d3BOIG4pRqQ/s1600/6a00d8341c6a0853ef0115709f6f1f970b-800wi.jpg,2,0.46573353,,Marina Morena,4,6,,"5,45964373881838E+018",0.021505376344086027,Viva a tua maneira.,"1,53774246259354E+019",93,1,0.6416
1755476596,1,0.712,,"1,61703804535851E+018",0,"




1960. Macapá. Fortaleza de São José


1770 – É desta data a resolução do Governo
Provincial do Pará, em denominar de MAZAGÃO, com categoria de vila, ao lugar
fundado por Inácio de Alencar Morais Sarmento, em homenagem a MAZAGRAN, no
Marrocos, atualmente com a nomenclatura de El Djadida.



1775 – Sai de Belém um grupo de 25 famílias
(90 membros), com 37 escravos, oriundas de Mazagran&nbsp; (Marrocos) para a vila de Mazagão, no Amapá.



1962 – Surge em Macapá o jornal OPINIÃO, de
propriedade de Pauxy Nunes.



1984 – O padre italiano Rogério Alicino, do
Pime, inaugura em Macapá uma capela dedicada a Santa Inês (no atual bairro
Santa Inês). A construção tinha sido iniciada pela comunidade em 1981, pelo
padre Vitório Galliani.



1988 – Pela Lei Municipal nº 334/88-PMM, é
criado o Distrito da Pedreira, no município de Macapá, por indicação do
vereador Alceu Filho.



1996 – O governador João Alberto Capiberibe
sanciona a Lei nº 38, de autoria do próprio Governo, que cria o Conselho de
Desenvolvimento Sustentával, órgão com atribuição de acompanhar e avaliar o
Plano Anual de Trabalho proposto pela ADAP (Agência de Desenvolvimento do
Amapá).



1996. É criado o Centro de Formação e
Aperfeiçoamento de Recursos Humanos (Ceforh), substituído, mais tarde, pela
nomenclatura EAP – Escola de Administração Publica, pela Lei Estadual nº 0811,
regulamentada pelo decreto nº 0998, de 1º de fevereiro de 2005. A instituição
foi criada para coordenar e executar a política de formação e desenvolvimento
dos servidores do Estado.




2011.
Reinauguração
do Trapiche Elizer Levy, em Macapá.
O valor da obra de recuperação do Trapiche e do bondinho foi orçado em R$
2.066.977,04.O bondinho tem agora dois motores elétricos de 18CV à bateria, com
2 metros de largura e 9 metros de comprimento. Tem ainda capacidade para
transportar 24 passageiros e um tripulante e está todo climatizado. Também
recebeu todos os grafismos das iconografias Maracá e Cunani, do Marabaixo e do
obelisco do Monumento Marco Zero, tudo para valorizar a cultura regional.&nbsp;
",,http://4.bp.blogspot.com/-dXzoyGv48xA/WE_0o1IdXOI/AAAAAAAAM_o/cFMt6jetBdoXR3uQyNWWVIIjybkn0jmOACLcB/s1600/1960%2B007%2BMAC%2BMacap%25C3%25A1%2BFortaleza%2BS%2BJos%25C3%25A9.jpg,2,0.44588992,,Edgar Rodrigues,0,10,,"5,54893392777192E+018",0.027700831024930747,23 DE DEZEMBRO,"6,28738225493869E+018",361,1,1
1755476597,1,1,,"1,61703804535851E+018",0,"



1960. Macapá. Canal da Av. Mendonça Junior


1709
– Os jesuítas, entre
eles o padre Antonio Cunha, conseguem dissuadir os índios Guaiapi (hoje os
Waiãpi), e Mocura, a esse tempo residentes no alto Jarí, da amizade com os
franceses. Após acordo feito com os padres da Companhia de Jesus, eles se
deslocaram para as aldeias do baixo Jarí.



1894
– O presidente do
Triunvirato do Amapá solicita ao advogado Felipe José de Lima, que aceite ser o
procurador oficial da instituição em Belém (Pará)



1900
– O advogado Egídio
Leão de Salles escreve ao governador do Pará, relatando a situação da região
contestada do Amapá, após o Laudo Suíço de Berna.



1978
– O jornalista
Haroldo Franco funda o jornal Folha de Belém, adquirido posteriormente por José
Miranda.



1985
– Padre Ângelo Bubani
lança a obra DIOCESE DE MACAPÁ, contendo tabelas, datas e apontamentos
históricos da igreja católica no Amapá. 



1991.
&nbsp;Pelo decreto federal nº 8.387, é
criada a ALCMS – Área de Livre Comércio de Macapá e Santana, instalada em 5 de
março de 1993.



1997.
A Icomi comparece à
audiência e é orientada a não usar os rejeitos de manganês. É solicitada ao
secretário de Meio Ambiente análise de solos e águas em local onde foi colocado
rejeito de manganês, para avaliação do estado sanitário.






2004 – É criada a Área de Proteção Ambiental
da Fazendinha, pela Lei nº 873/04. Inicialmente foi criada como Parque
Florestal de Macapá, através do decreto&nbsp;
nº 30/74, de 24 de outubro de 1974.
",,http://2.bp.blogspot.com/-gusi64wxrdc/WFPeugNKTbI/AAAAAAAANA8/tMaqcETNinszHGMzzCiQc7lKsnZaWXvGgCLcB/s1600/1960%2B016%2BMAC%2BAv%2BMendon%25C3%25A7a%2BJ%25C3%25BAnior%2B-%2BD%25C3%25A9cada%2Bde%2B60.jpg,2,0.44588992,,Edgar Rodrigues,2,8,,"8,79657585301243E+017",0.02205882352941177,30 DE DEZEMBRO,"6,28738225493869E+018",272,1,1
1755476598,2,0.6857,,"1,65326770230808E+018",0,"Esse post é de uma receita importantíssima! hehe!&nbsp;

Para quem adora um doce (que é o meu caso), esse leite condensado é fácil de fazer e pode ser utilizado em outras receitas (como recheio de bolo, como cobertura, para piña colada, etc).

Ingredientes:

- 1 + 1/2 xícara de leite em pó desnatado
- 1/2 xícara de adoçante em pó forno e fogão
- 1 colher de sobremesa de óleo de coco
- 1 xícara de água fervente


Modo de Peparo:

Bater todos os ingredientes no liquidificador por 3 minutos.

Deixar na geladeira.

Abaixo segue fotinho do leite condensado (na direita). Com ele, fiz uma piña colada! A receita da piña colada também já está no blog.



",,http://1.bp.blogspot.com/-8hxp9T8aYFA/VogYPyWYrgI/AAAAAAAAATY/VRLnhdD32lY/s1600/IMG_20150614_224244.jpg,0,0.65253603,"Doce,Sobremesa",Camila,2,5,,"4,55702738458704E+018",0.024390243902439025,Leite Condensado Fit,"1,52472507811414E+019",123,1,1
1755476599,2,0.7086,,"1,65326770230808E+018",0,"Adoro!!!!!!

Para deixar a receita um pouco mais light, tenho utilizado o leite condensado fit!

Eu outro post, vou deixar a receita dele.

Abaixo, seguem os ingredientes originais! ;-)


Ingredientes:
- 1 medida de leite condensado;
- 2 medidas de leite de coco;
- 3 medidas de rum;
- 6 medidas de suco de abacaxi

Misturar todos os ingredientes e servir com gelo.



",,http://3.bp.blogspot.com/-8hxp9T8aYFA/VogYPyWYrgI/AAAAAAAAATU/P6cQbW3PAdI/s1600/IMG_20150614_224244.jpg,0,0.65253603,Bebida,Camila,2,1,,"1,94542015662126E+017",-0.017241379310344827,Piña Colada,"1,52472507811414E+019",58,1,1
1755476600,1,0.6406,,"1,65344666219498E+018",0,"O estilo Ikebana ensina que a missão da flor é alegrar a vida, elevar o nível do sentimento humano e harmonizar o ambiente.&nbsp; É a arte japonesa de arranjos florais, também conhecida como Kadoa. Arte floral que originou na Índia onde os arranjos eram destinados a Buda, e personalizada na cultura nipônica, pela qual é mais conhecida. Em contraste com a forma decorativa de arranjos florais que prevalece nos países ocidentais, o arranjo floral japonês cria uma harmonia de construção linear, ritmo e cor. Enquanto que os ocidentais tendem a pôr ênfase na quantidade e colorido das cores, dedicando a maior parte da sua atenção à beleza das corolas, os japoneses enfatizam os aspectos lineares do arranjo. A estrutura de um arranjo floral japonês está baseada em três pontos principais que simbolizam o céu, a terra e a humanidade, embora outras estruturas sejam adaptadas em função do estilo e da Escola.

",,http://3.bp.blogspot.com/_D_HRY_qMo4M/TBHMvmgBLVI/AAAAAAAAAFo/95huCIa7nuM/s1600/74.jpg,2,0.41870868,Comunicação e Linguagens,Projeto Integrador: Liberdade,1,10,,"8,59466419005364E+018",0.05590062111801242,Ikebana,"3,93822722686649E+018",161,1,0.6897
1755476601,0,0.6532,,16535376,0,"quem sabe o que é o tempo?
a gente diz que com ele tudo se ajeita, se resolve, acomoda, ou estrepa de vez - e isso eu já vi bastante. mas o que é essa coisa, ninguém se atreve a dizer, não.

se é quantidade de minutos dentro das horas dos dias ou quanto se leva pra esquecer alguém. quantas horas são tempo demais, quanto dias são tempo de menos? e, mais importante, se minha ausência nesses meses tirou meu tempo do seu tempo.

toda a gente vive presa nesse círculo com seus tracinhos, contando em minutos o que quer que logo acabe, segurando as horas daquilo que não quer que acabe, não. medindo em compassos iguais os melhores e piores instantes dessa vida que vai escapando de minuto a minuto e obriga a gente a contar cada um.

às vezes a gente acha que as coisas são rápidas demais ou lentas sem razão, mas, sabe, as coisas são. elas apenas são. cada uma tem seu ritmo e acontece só nele porque se fosse outro compasso, era outra música. se fosse de outro jeito, meu bem, era outra coisa.

eu sei. enquanto a gente fala, o marcador se move embaixo do vidro, em cima do pulso, e temos muito a fazer. me diz, então, só mais uma coisa. quando a gente fala: quanto tempo resta? quanto tempo leva? quanto tempo faz? é mais sobre as batidas de um ponteiro ou de um coração?







",,http://1.bp.blogspot.com/-I8OezBEfKjA/WCZT5JOroKI/AAAAAAAAL3k/JXCgw8jLIegFSvq9h9n2sXPCTPaN8E2IgCLcB/s1600/tumblr_no9xn27m4f1u9kx77o1_1280.jpg,2,0.53755647,,Suzana Meireles,5,7,,"4,12313445048651E+018",0.007843137254901959,pensamentos de travesseiro.,"7,04159631091907E+017",255,1,0.6317
1755476602,1,1,,"1,65364850608687E+018",0,"

Núcleo de Estudos em Direito Internacional da UFPR  NDI-Ano 2011

No ano de 2011, o Núcleo de Estudos em Direito Internacional da UFPR decidiu flexibilizar o acesso às atividades que serão desenvolvidas neste período.

A necessidade de inscrição foi dispensada. Cada encontro num grupo de estudos contabilizará 1h (uma hora) de atividades complementares para o acadêmico da Faculdade de Direito (UFPR). Lembrando que os eventos são igualmente abertos para acadêmicos de quaisquer faculdades e também para a comunidade em geral.

A frequência mínima (75%) num dos grupos de estudo é exigida apenas para os interessados em redigir um artigo ou resenha crítica para a Revista Brasileira de Direito Internacional, haja vista a necessidade de avaliações periódicas da coordenadora do programa.

Pra quem tiver interesse, acessem o site: http://www.ndi.ufpr.br/

Por Luciane de Quadros",,http://3.bp.blogspot.com/-5iaWscOyyYY/Tas9lkibQWI/AAAAAAAAADo/Lk0qE7oukLw/s1600/UFPR.jpg,0,0.54678637,,Blogados no Direito,0,2,,"3,00378329916706E+018",0.013333333333333334,Atividades complementares,"1,81163508368767E+019",150,1,1
1755476603,1,0.6622,,"1,61738133166749E+018",0,"Não perca tempo com inveja.&nbsp;Às vezes se está por cima, às vezes por baixo.&nbsp;A peleja é longa e, no fim, é só você contra você mesmo.&nbsp;&nbsp;
",,http://2.bp.blogspot.com/-E2jZuxQbsr4/TsqC4Ax7KeI/AAAAAAAAAQ0/0u3QTu0Gcxs/s1600/tumblr_lsiiwuU3kk1qkhnoqo1_500_large.jpg,2,0.46299544,,Girl Always*,4,0,,"7,94532937912601E+018",-0.12903225806451613,Penso o seguinte...,"8,51374202794808E+018",31,1,1
1755476604,2,1,,"1,65377382267863E+018",2,"



Olá pessoas, tudo bem?

Vou postar hoje&nbsp;3 receitinhas que você pode fazer em casa. Uma é hidratante, outra esfoliante e outra adstringente clareador.


1º - Tenha uma pele sedosa:

O vento e o sol maltratam muito nossa pele, e para evitar alguns danos temos que trata-lá com muito carinho e para isso siga as dicas de receitas caseiras, para ter aquela pele como uma seda. 


Máscara esfoliante:

1 colher de mel
3 colheres de aveia em flocos

* Junte a aveia e o mel e misture. Aplique na pele fazendo movimentos circulares ascendentes. Essa máscara regula o ph da pele, tornando-a mais homogênea e ajuda na remoção de cravos e espinhas. Faça duas vezes por semana.


Tônico adstringente clareador:

100 ml de água
½ pepino japonês cortado em fatias
4 folhas de hortelã
2 gotas de óleo essencial de lavanda


* Misture todos os ingredientes e deixe descansar de um dia pro outro. Borrifar na pele após aplicação de qualquer outra máscara. Ajuda a regular o ph da pele e atua no clareamento de manchas.





2º - Máscara para hidratar a pele seca:


1 copo de iogurte integral, sem sabor
1 colher de sopa de óleo de amêndoas
1 colher de sopa de mel
½ colher de óleo de semente de uvas brancas 
&nbsp;- &nbsp;folhas frescas de sálvia


* Misture delicadamente o óleo de amêndoas, o óleo de semente de uvas brancas e o mel ao iogurte. Passe no rosto limpo, uma camada espessa e homogênea. Cobrir com as folhas de sálvia. Descansar por 20 minutos. Feito isso, retire a máscara com água fria, enxaguando bem. Enxugar a pele e complementar o tratamento aplicando sobre todo o rosto e pescoço uma boa quantidade de hidratante, específico para seu tipo de pele. Aplicar uma vez por semana.




Bom, por hj é isso!
E&nbsp;vocês, tem alguma receitinha caseira para se embelezar? 



#bjs
Loma














Deixe seu comentário&nbsp;marcando alguma reação:",,http://1.bp.blogspot.com/-FaEyB5L6NYk/TfIa6eEEuCI/AAAAAAAAAMY/pNpC8ZaIGyo/s1600/pele-tratamentos-pele.jpg,0,0.74006605,"cuidados com a pele,hidratação,pele,receitas caseiras",Paloma Otero,5,14,,"1,8764112060911E+018",0.026627218934911243,Receitas Caseiras para ter Cuidados com a Pele,"7,33911888562644E+018",338,1,1
1755476605,2,1,,"1,65377382267863E+018",1,"Hello peoples....tudo bem?

Bom, depois dessa sumidinha básica por conta do job, vou postar hoje cores para serem usadas neste verão. Mês de Julho, biquines novos, óculos de sol novos, e cores de sombras novas também. E para ajudar vocês a escolher as cores que estão sendo tendência, separei algumas fotos da&nbsp;p/ vocês&nbsp;darem uma olhadinha e se basearem por elas.



Primeira opção de cores:
﻿



maquiagem fluor




﻿ 


maquiagem fluor: estilo praia/ litoral
﻿ 






maquiagem fluor: estilo balada/social noite





Essa primeira imagem traz uma tendência conhecidíssima já em SP e no Rio, a moda Fluor. Nada mais é do que cores mais vibrantes do que aquelas que a gente já conhece. Neste verão você só tem uma regra: aposte no colorido (mas sem exageros). Você pode fazer uma combinação de cores de tons e sobre tons ou até mesmo escalas de cores, mas sempre condizendo com&nbsp;o&nbsp;horário e local pra onde você vai.



Segunda opção de cores:
Muitas pessoas tem medo de inovar o make com cores, principalmente&nbsp;quando se trata de&nbsp;azul e/ou verde, ai surge váááris dúvidas de como usar, com o quê, pra quê, com que tipo de roupa oou ocasião combina, se pode usar acessórios ou não, que cor ou tom de batom usar pra combinar...enfim, são inúmeras perguntas que aparecem na cabeça. É importante ressaltar que o azul e o verde são cores que dão maior destaque dependendo do tom, quanto mais claro, mais chamativo, quanto mais escuro, mais discreto!Enganam-se quem pensa que essas cores só servem para quem é mais jovem ou pra quem tem o tom de pele mais claro......dependendo da tonalidade, o resultado fica ótimo para todas as idades e cor de pele.





Azul Celeste: sugestivo pra noite/balada/jantar







Pele mais clara: azul royal e branco iluminador/despojado








Azul escuro ou fechado: pele morena

&nbsp;
&nbsp;






&nbsp;
O verde também anda fazendo o make de muitas mulheres que procuram inovar...﻿

﻿ 

Pele clara: Verde Acquarela
﻿ ﻿ 

&nbsp;
﻿ 

Pele morena: Verde Escuro
﻿




﻿ 


Ruivas: verde musgo e verde lima
﻿ 




E para finalizar, os tons de batons para esse verãozão não mudam muito, só que eles ficam mais vibrantes.&nbsp;Os&nbsp;fortes ficam pra&nbsp;ocasiões a noite&nbsp;e&nbsp;suaves, pra passarem ocasiões de dia, como praia, pois&nbsp;a idéia é de relaxamento.
&nbsp;






&nbsp;

Tons meio fluor








&nbsp;







Então é isso gente, se joguem nas cores, abusem da criatividade, não tenham medo de brincar de pintar&nbsp; o rosto...mas use tudo com moderação e divirtam-se!! xD


#bjsLoma










Deixe um comentário marcando uma reação:",,http://4.bp.blogspot.com/-2Cea-0PROGk/TfdmgEIfKRI/AAAAAAAAAMo/UsSzUNQe4M0/s1600/Maquiagem_Fluor.jpg,2,0.60677373,"batons,sombras,tendência verão",Paloma Otero,15,20,,"1,14061328517614E+018",0.010660980810234541,Cores do Verão,"7,33911888562644E+018",469,1,1
1755476606,1,1,,"1,65380796112205E+018",0,"





Um dos representantes da nova geração do Thrash Metal nacional, os cariocas do LEFT HAND lançaram oficialmente o EP “Scientifical Plague” no último dia 05/05 em concorrido show em Rio das Ostras (RJ). O EP&nbsp;
foi gravado no estúdio Mr Som, em São Paulo (SP), com produção a cargo dos renomados Marcello Pompeu e Heros Trench. A sonoridade do grupo é influenciada por nomes como Exodus, Testament, Sepultura, Pantera e Exhorder, resultando em uma sonoridade agressiva, equilibrando pesados riffs de guitarra, velocidade, além de passagens cadenciadas.



Track list:



01. Countdown For A Life

02. Scientifical Plague

03. Fire Of Straw

04. Last Bitter Tear

05. Submission (feat Marcello Pompeu do Korzus)



Assista o videoclipe do single “Scientifical Plague”:&nbsp;http://youtu.be/ZVX35yYTWQE



Links relacionados:

www.lefthand.com.br

www.facebook.com/lefthandofficial

www.twitter.com/LEFTHANDBR

www.youtube.com/user/Lefthandofficial



Fonte: Island Press
",,http://2.bp.blogspot.com/-HzN-ugtY2ts/UZu6xyRqdZI/AAAAAAAACBM/VCOHkveieAI/s1600/Left+Hand.jpg,2,0.47041696,"Brasil,EP,Heros Trench,Left Hand,Metal Brasil,Mr. Som,RJ,Thrash Metal",Robson Hirae,3,1,,"1,63857913514495E+018",-0.013157894736842105,Left Hand: representante da nova geração do Thrash Metal lança EP,"8,4538104540992E+018",152,1,0.6961
1755476607,2,1,,"1,60306679073042E+018",1,"Algo que contaminaO bem que espalha a alma  Que nos encaixa em um só  Nós faz ser mais cientes do poder  Do que é   um só de todos  Quão  gratificante (é) felicidade alheia  O brilho no olhar do desconhecido  Sendo cada qual o que outro teria sido  Sem ser, já sendo o que será.Léo Amorim",,http://2.bp.blogspot.com/_8HH9K9XdJ5s/TRAsL05oB_I/AAAAAAAAAZI/-ssKSomjA3c/s1600/VisitaPP2%2B043.jpg,0,0.43085274,poesia,Léo Amorim,0,4,,"5,37909382401703E+018",0.07017543859649122,"""Algo que contamina""","5,32618868356525E+018",57,1,0.6667
1755476608,2,1,,"1,61740326434926E+018",0,"VIVA COMO UM CÃO  Nunca deixe passar a oportunidade de sair para um passeio. Experimente a sensação do ar fresco e do vento na sua face por puro prazer. Quando alguém que você ama se aproxima, corra para saudá-lo. Quando houver necessidade, pratique a obediência. Deixe os outros saberem quando invadirem o seu território.Sempre que puder, tire uma soneca e se espreguice antes de se levantar.Corra, pule e brinque diariamente. Coma com gosto e entusiasmo, pare quando estiver satisfeito. Seja sempre leal. Nunca finja ser o que você não é. Se o que você deseja está enterrado, cave até encontrar. Quando alguém estiver passando por um mal dia, fique em silêncio, sente-sepróximo e gentilmente tente agradá-lo. Quando chamar a atenção, deixe alguém tocá-lo. Evite morder quando apenas um rosnado resolver. Nos dias mornos, deite-se de costa sobre a grama. Nos dias quentes, beba muita água e descanse embaixo de uma árvore frondosa. Quando estiver feliz, dance e balance todo o seu corpo. Não importa quantas vezes for censurado, não assuma a culpa que não tiver e nãofique amuado... corra imediatamente para os seus amigos. Alegre-se com o simples prazer de uma caminhada. ",,http://1.bp.blogspot.com/_4DtPCL7k7NQ/Sy-jKWqSuLI/AAAAAAAAAkc/TfdcNfDkmJc/s1600-h/playing-dog.jpg,0,0.47906947,,Vanessa Rios,5,15,,"8,9386961564203E+018",0.04672897196261682,,"7,26317575310557E+018",214,1,0.3606
1755476609,2,1,,"1,65421323529765E+016",1,"Eu estava lendo os posts mais antigos do meu blog e morri de rir. MEU DEUSSSS!!! Nem Almodovar gosta de tanto drama, mas como uma amiga minha disse certa vez, eu sou uma personagem de Almodovar e de Woody Allen. Acho que essa mistura não dá muito certo. Bom, o certo mesmo é que vi o quanto estou mais calminha e menos melancólica. Percebi certa evolução. Resolvi ler o blog todinho ontem porque acabo de inaugurar uma novíssima fase de minha vida: Estou morando numa cidade do interior, sou chef de cozinha de um restaurante novo, não tenho pretendentes, ocupação fora do trabalho e nem divertimento (nada de cinema, teatro, barzinho com os amigos, etc, etc, etc). Tenho pela frente um enorme desafio profissional, uma batalha contra a solidão e contra aquele banzo que sempre bate sábado de tardezinha ou domingo o dia inteiro. Tenho pela frente a obrigação de vencer, de superar tudo isso. Estou intimada a sorrir da vida, pra vida, acarinhar as pessoas com minha comidinha, perfumar os corredores do hotel com os aromas da comida feita com amor. É isso!",,http://3.bp.blogspot.com/_afSs2K1QZl8/S_0QQUAKpJI/AAAAAAAAAQ8/uAE3iSJd1TQ/s1600/ano_novo2a.jpg,0,0.69919705,,Juliana Coelho de Andrade,4,15,,"8,78576787981768E+018",0.05759162303664921,Tudo novo de novo !!!,"1,58447655675764E+019",191,1,0.6508
1755476610,0,0.6605,,"1,60038462714949E+018",0,"Como saber se é&nbsp;confiável&nbsp;se não existe a certeza? Podemos dizer algo que seja totalmente o contrario do que esta ocorrendo. Mentiras bobas, mentiras supostamente precisas. To cansada delas, queria poder simplesmente viver na mais pura sinceridade, demonstrando o mais puro eu, sem medo de nada. Mas mesmo tendo medo vale a pena arriscar pelo um bem maior.",,http://2.bp.blogspot.com/-iJyn22JqA7Y/Txb3-tZMmAI/AAAAAAAAAgA/Uq7reK7IK20/s1600/0000000000703.jpg,0,0.43757725,,Rebeca de Andrade,6,11,,"5,34537707521041E+018",0.08064516129032258,,"7,87721955207899E+018",62,1,1
1755476611,2,1,,"1,65421323529765E+016",0,"Andei pensando sobre o que escreveria no final do ano passado, afinal, se encerrava um ciclo, mais um ano ficando pra trás, mais um ano vindo e trazendo consigo um bocado de esperanças, desejo de renovação, de amor, de paz. Mas eu resolvi que não escreveria sobre o final, resolvi que escreveria sobre o começo. Sobre 2011 e em 2011. E esse ano se mostrou difícil como todos os últimos 20 anos de minha vida. Só foram tranquilos de verdade os tempos de criança, os tempos de Salgueiro, Araripina, Ouricuri... Mas os tempos de ""adulta"", apesar de duros, foram bons, e eu entendi que não devo esperar que as coisas estejam sempre boas, eu é que devo estar sempre bem. O mundo é foda, logo, não devo ""me garantir"" nele. Tenho vivido os dilemas da mulher de 30, os dilemas da liderança feminina, os dilemas da ovelha negra da família, os dilemas de quem assume sua vocação profissional ""um pouco"" ""tarde"". Tô maluquinha. Acreditem. Mas sinto uma vontade enorme de não jogar fora nenhum segundo, nenhuma oportunidade, nenhum crédito de confiança. Tenho trabalhado como uma formiguinha operária, e tenho, ainda, tomado uma cervejinha gelada com os amigos, dançado de vez em quando, sorrido, feito palhaçadas pra espantar a tristeza. E no meio de tudo isso, ainda conheci um cara bem legal. Não é um namorado, mas um cara bem legal (kkkkkkkkkkkkkkkkkkkkk...). Ah! Ao longo dos anos, no campo do coração, entendi que cautela nunca é demais. Bom, nesse ""começo"" também tem espaço pra ""novos"" e ""audaciosos"" planos: emagrecer, viajar, dar um corte no cabelo, entrar na academia, voltar pra o curso de inglês, fazer uma viagem romântica, comprar o manual de técnicas do Cordon Bleu, visitar meu irmão caçula em Brasília, fazer uma faxina no guarda roupa e morar sozinha. É isso. Nesse começo eu vou com tudo, e o final só pode ser o sucesso, né? Eita, por falar em sucesso... carnaval já tá dando as caras!!!!",,http://2.bp.blogspot.com/_afSs2K1QZl8/TTPBP-BdZ5I/AAAAAAAAAR4/UhXMiLJJUmI/s1600/crer_acreditar.jpg,0,0.41384107,,Juliana Coelho de Andrade,5,27,,"3,358437703041E+018",0.06232294617563739,2011!,"1,58447655675764E+019",353,1,0.6889
1755476612,0,0.3696,,"1,65421323529765E+016",3,"Eu acabo de ter uma pseudo discussão com uma prima. Querem saber o motivo? Pois bem, vou contar meio entristecida e peço que entendam mesmo como desabafo - kkkkkkkkkkkkkkkkkkkkkk. Bom, estávamos assistindo um programa de TV e aparece uma mulher bem bonitona que se casou com um cara super importante e rico. Não demora e minha prima lança: ""Onde uma mulher bonita dessas vai se interessar por esse cara velho?"". Olha, aquilo bateu nos meus tímpanos como uma espinha de peixe atravessada na garganta. Sinceramente? Acho isso tudo uma bobagem. Por que a mulher não pode ter se interessado de verdade pelo cara? Quer dizer que ter grana significa não ser interessante, ser incapaz de despertar amores verdadeiros? E em todas as nossas relações não existe um certo interesse? Interesse em segurança, companhia, conhecimento, atenção, carinho, amizade? As pessoas se aproximam porque se interessam mutuamente. Ou não, né? Mas o interessado pode conquistar o desinteressado. Pode acontecer, também, da coisa inverter: O desinteressado pode passar a interessado e desinteressar-se. São infinitas as possibilidades. Mas o que eu acredito mesmo é que o amor pode brotar das situações mais sui generis, não se pode duvidar de sua força, da sua capacidade metafórfica (eita porra - kkkkkkkkkkkk). E a mulher pode ser mesmo só uma interesseira, mas talvez o cara, tratado por minha prima como um bobão sendo sugado pela bonitona esperta, só queira isso: Uma bonitona interesseira que caiba bem nas fotografias de eventos sociais e no papel de bela mãe de belos filhos. E talvez não. E talvez sim. E talvez não... o ideal é não julgar, não é mesmo? Só ela sabe onde seu belo salto 15 de grife aperta.",,http://4.bp.blogspot.com/_afSs2K1QZl8/S9Jz5oUBn0I/AAAAAAAAAQU/trEXZzdOiuQ/s1600/duvidacruel02.jpg,0,0.57429504,,Juliana Coelho de Andrade,7,34,,"6,60546035044582E+018",0.08940397350993377,"""Talvez sim"" ou ""talvez não""?","1,58447655675764E+019",302,1,0.6681
1755476613,1,0.6602,,"1,61752852357131E+017",0,"Portanto, assim diz o Senhor Deus:...aquele que crer não foge.? (Is 28.16).
Eis o versículo que nos trará a memória este homem que Deus separou para fazer sempre a sua vontade como Pastor e como Bispo. Sempre o vi na luta e na defesa da Fé. Não temeu diante da adversidade, não mudou seu discurso, foi íntegro, coração totalmente nas mãos de Deus. Homem de Oração,&nbsp;na busca da face do Senhor e de cumprir a sua vontade em todo tempo. O sentimento realmente é de órfão na Igreja Metodista, pois carecemos de homens assim, profetas de Deus, que cumprem o seu chamado diante de qualquer situação. Não desistem&nbsp;da caminhada, e não cansam de esperar pela ação do Senhor.Deus assim o quis, e assim o chamou. Sei que estará na presença do Pai e como Paulo um dia disse a Timóteo, é o que ouço ao me deparar com a sua morte: "" Combati o bom combate, terminei a corrida, guardei a fé. ""Sentiremos muitas Saudades, mas temos a alegria de um dia, naquele grande dia, nos reencontrarmos novamente. Bispo Adolfo, exemplo de vida a ser seguido!

",,http://4.bp.blogspot.com/-SQI-BQwZVx8/Tq6wUBmu4oI/AAAAAAAAAF4/Wj0XGEtHp98/s1600/Adolfo_-_ok1.jpg,0,0.47693872,,Igreja Metodista em Mairinque,6,10,,"2,44816782377685E+018",0.019417475728155338,Falecimento Bispo Adolfo Evaristo de Souza,"1,72631506083178E+018",206,1,0.6813
1755476614,2,1,,"1,6175416346524E+018",0,"O bonitão é o Oriental Jade,inspirado no Jade da Chanel.Amei meninas.Ele tem brilho e é super barato,custou 1,50.Espero que gostem.Top Beauty Oriental Jade.Ele ñ é idêntico ao Jade,mas é muito fofuchinho.",,http://4.bp.blogspot.com/_JLUST_Dg-VM/TAQ2qAzNAtI/AAAAAAAAAHc/4jqPlmJuXwM/s1600/images%5B2%5D.jpg,0,0.47693872,,Daniele Dias,0,4,,"5,38072794353063E+018",0.10810810810810813,Esmalte,g115497827865962559963,37,1,1
